Statistical profiling result from info.log, (4276 ticks, 4 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    3.7%      LazyCompile: ~createTopology /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/operations/connect.js:53:24
      1  100.0%        LazyCompile: ~<anonymous> /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/operations/connect.js:41:62
      1  100.0%          LazyCompile: ~<anonymous> /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/connection_string.js:72:39
      1  100.0%            LazyCompile: ~onresolve node:dns:203:19
      1    3.7%      LazyCompile: ~createAndConnectServer /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/sdam/topology.js:546:32
      1  100.0%        LazyCompile: ~<anonymous> /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/sdam/topology.js:572:52
      1  100.0%          T __ZNK4node9inspector8protocol11BinaryValue8asBinaryEPNS1_6BinaryE
      1  100.0%            LazyCompile: ~connectServers /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/sdam/topology.js:571:24
      1    3.7%      LazyCompile: ~compileFunction node:vm:311:25
      1  100.0%        LazyCompile: ~wrapSafe node:internal/modules/cjs/loader:1025:18
      1  100.0%          LazyCompile: ~Module._compile node:internal/modules/cjs/loader:1063:37
      1  100.0%            LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1118:37
      1    3.7%      LazyCompile: ~addIdGetter /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/lib/helpers/schema/idGetter.js:7:38
      1  100.0%        LazyCompile: ~_preCompile /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/lib/schema.js:2196:52
      1  100.0%          LazyCompile: ~compile /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/lib/model.js:4729:33
      1  100.0%            LazyCompile: ~Mongoose._model /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/lib/index.js:523:37
      1    3.7%      LazyCompile: ~Writable.write /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/readable-stream/lib/_stream_writable.js:314:37
      1  100.0%        LazyCompile: ~ondata /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/winston/node_modules/readable-stream/lib/_stream_readable.js:679:18
      1  100.0%          LazyCompile: ~emit node:events:314:44
      1  100.0%            LazyCompile: ~addChunk /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/winston/node_modules/readable-stream/lib/_stream_readable.js:295:18
      1    3.7%      LazyCompile: ~Pager /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/memory-pager/index.js:3:16
      1  100.0%        LazyCompile: ~Pager /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/memory-pager/index.js:3:16
      1  100.0%          LazyCompile: ~Bitfield /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/sparse-bitfield/index.js:5:19
      1  100.0%            LazyCompile: ~Bitfield /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/sparse-bitfield/index.js:5:19
      1    3.7%      LazyCompile: ~CreateIndexOperation /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/operations/indexes.js:120:16
      1  100.0%        LazyCompile: ~createIndex /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/collection.js:255:16
      1  100.0%          LazyCompile: ~NativeCollection.<computed> /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/lib/drivers/node-mongodb-native/collection.js:76:43
      1  100.0%            LazyCompile: ~create /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/lib/model.js:1705:26
      1    3.7%      LazyCompile: ~ConnectionPoolCreatedEvent /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/cmap/connection_pool_events.js:24:16
      1  100.0%        LazyCompile: ~<anonymous> /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/cmap/connection_pool.js:76:26
      1  100.0%          LazyCompile: ~processTicksAndRejections node:internal/process/task_queues:68:35
      1    3.7%      LazyCompile: ~<anonymous> /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/cmap/connection_pool.js:266:27
      1  100.0%        LazyCompile: ~handleOperationResult /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/sdam/server.js:315:42
      1  100.0%          LazyCompile: ~messageHandler /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/cmap/connection.js:421:35
      1  100.0%            LazyCompile: ~emit node:events:314:44
      1    3.7%      LazyCompile: ~<anonymous> /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/cmap/connect.js:73:80
      1  100.0%        LazyCompile: ~messageHandler /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/cmap/connection.js:421:35
      1  100.0%          LazyCompile: ~emit node:events:314:44
      1  100.0%            LazyCompile: ~processIncomingData /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/cmap/message_stream.js:79:29
      1    3.7%      Eval: ~<anonymous> node:internal/main/run_main_module:1:1
      1    3.7%      Eval: ~<anonymous> node:internal/fs/rimraf:1:1
      1  100.0%        LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1  100.0%          LazyCompile: ~nativeModuleRequire node:internal/bootstrap/loaders:332:29
      1  100.0%            Eval: ~<anonymous> node:internal/fs/promises:1:1
      1    3.7%      Eval: ~<anonymous> /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/bson/lib/error.js:20:41
      1  100.0%        Eval: ~<anonymous> /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/bson/lib/error.js:1:1
      1  100.0%          LazyCompile: ~Module._compile node:internal/modules/cjs/loader:1063:37
      1  100.0%            LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1118:37
      8   16.3%    LazyCompile: *compileFunction node:vm:311:25
      8  100.0%      LazyCompile: ~wrapSafe node:internal/modules/cjs/loader:1025:18
      8  100.0%        LazyCompile: ~Module._compile node:internal/modules/cjs/loader:1063:37
      8  100.0%          LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1118:37
      8  100.0%            LazyCompile: ~Module.load node:internal/modules/cjs/loader:977:33

     47    1.1%  /usr/lib/system/libsystem_c.dylib
     28   59.6%    T __ZNK4node9inspector8protocol11BinaryValue8asBinaryEPNS1_6BinaryE
      3   10.7%      LazyCompile: ~value node:internal/console/constructor:324:20
      3  100.0%        LazyCompile: ~log node:internal/console/constructor:362:6
      3  100.0%          t __ZN4node9inspector12_GLOBAL__N_120InspectorConsoleCallERKN2v820FunctionCallbackInfoINS2_5ValueEEE
      3  100.0%            LazyCompile: ~connectDb /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/dist/services/db.js:9:19
      1    3.6%      LazyCompile: ~writeCommand /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/cmap/message_stream.js:35:17
      1  100.0%        LazyCompile: ~write /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/cmap/connection.js:488:15
      1  100.0%          LazyCompile: ~command /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/cmap/connection.js:161:12
      1  100.0%            LazyCompile: ~<anonymous> /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/cmap/connect.js:63:43
      1    3.6%      LazyCompile: ~unenroll node:timers:78:18
      1  100.0%        LazyCompile: ~clearTimeout node:timers:173:22
      1  100.0%          LazyCompile: ~reschedule /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/utils.js:807:24
      1  100.0%            LazyCompile: ~wake /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/utils.js:770:18
      1    3.6%      LazyCompile: ~toRealPath node:internal/modules/cjs/loader:389:20
      1  100.0%        LazyCompile: ~Module._findPath node:internal/modules/cjs/loader:490:28
      1  100.0%          LazyCompile: ~resolveMainPath node:internal/modules/run_main:12:25
      1  100.0%            LazyCompile: ~executeUserEntryPoint node:internal/modules/run_main:69:31
      1    3.6%      LazyCompile: ~realpathSync node:fs:2403:22
      1  100.0%        LazyCompile: ~toRealPath node:internal/modules/cjs/loader:389:20
      1  100.0%          LazyCompile: ~Module._findPath node:internal/modules/cjs/loader:490:28
      1  100.0%            LazyCompile: ~resolveMainPath node:internal/modules/run_main:12:25
      1    3.6%      LazyCompile: ~randomBytes node:internal/crypto/random:91:21
      1  100.0%        LazyCompile: ~uuidV4 /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/utils.js:551:16
      1  100.0%          LazyCompile: ~ServerSession /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/sessions.js:524:16
      1  100.0%            LazyCompile: ~acquire /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/sessions.js:577:12
      1    3.6%      LazyCompile: ~promiseOrCallback /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/lib/helpers/promiseOrCallback.js:8:44
      1  100.0%        LazyCompile: ~<anonymous> /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/lib/connection.js:558:18
      1  100.0%          LazyCompile: ~<anonymous> /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/lib/model.js:1350:52
      1  100.0%            LazyCompile: ~promiseOrCallback /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/lib/helpers/promiseOrCallback.js:8:44
      1    3.6%      LazyCompile: ~processWaitQueue /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/sdam/topology.js:628:26
      1  100.0%        LazyCompile: ~serverUpdateHandler /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/sdam/topology.js:379:24
      1  100.0%          LazyCompile: ~<anonymous> /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/sdam/topology.js:552:53
      1  100.0%            LazyCompile: ~emit node:events:314:44
      1    3.6%      LazyCompile: ~processWaitQueue /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/cmap/connection_pool.js:417:26
      1  100.0%        LazyCompile: ~processTicksAndRejections node:internal/process/task_queues:68:35
      1    3.6%      LazyCompile: ~processTicksAndRejections node:internal/process/task_queues:68:35
      1    3.6%      LazyCompile: ~peek /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/utils.js:977:9
      1  100.0%        LazyCompile: ~processIncomingData /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/cmap/message_stream.js:79:29
      1  100.0%          LazyCompile: ~_write /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/cmap/message_stream.js:26:11
      1  100.0%            LazyCompile: ~writeOrBuffer node:internal/streams/writable:365:23
      1    3.6%      LazyCompile: ~nextTick node:internal/process/task_queues:104:18
      1  100.0%        LazyCompile: ~resume /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/winston/node_modules/readable-stream/lib/_stream_readable.js:902:16
      1  100.0%          LazyCompile: ~Readable.resume /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/winston/node_modules/readable-stream/lib/_stream_readable.js:886:38
      1  100.0%            LazyCompile: ~Readable.on /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/winston/node_modules/readable-stream/lib/_stream_readable.js:804:34
      1    3.6%      LazyCompile: ~formatWithOptions node:internal/util/inspect:1881:27
      1  100.0%        LazyCompile: ~value node:internal/console/constructor:324:20
      1  100.0%          LazyCompile: ~log node:internal/console/constructor:362:6
      1  100.0%            t __ZN4node9inspector12_GLOBAL__N_120InspectorConsoleCallERKN2v820FunctionCallbackInfoINS2_5ValueEEE
      1    3.6%      LazyCompile: ~forEachCode /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/http-errors/index.js:243:38
      1  100.0%        T __ZNK4node9inspector8protocol11BinaryValue8asBinaryEPNS1_6BinaryE
      1  100.0%          LazyCompile: ~populateConstructorExports /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/http-errors/index.js:242:37
      1  100.0%            Eval: ~<anonymous> /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/http-errors/index.js:1:1
      1    3.6%      LazyCompile: ~emit node:events:314:44
      1  100.0%        LazyCompile: ~Readable.pipe /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/winston/node_modules/readable-stream/lib/_stream_readable.js:608:36
      1  100.0%          LazyCompile: ~add /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/winston/lib/winston/logger.js:337:6
      1  100.0%            LazyCompile: ~<anonymous> /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/winston/lib/winston/logger.js:118:26
      1    3.6%      LazyCompile: ~deserializeObject /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/bson/lib/parser/deserializer.js:54:27
      1  100.0%        LazyCompile: ~deserialize /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/bson/lib/parser/deserializer.js:25:21
      1  100.0%          LazyCompile: ~deserialize /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/bson/lib/bson.js:162:21
      1  100.0%            LazyCompile: ~parse /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/cmap/commands.js:384:10
      1    3.6%      LazyCompile: ~createServer node:http:58:22
      1  100.0%        LazyCompile: ~listen /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/express/lib/application.js:616:29
      1  100.0%          LazyCompile: ~<anonymous> /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/dist/index.js:18:28
      1  100.0%            t __ZN4node10task_queueL13RunMicrotasksERKN2v820FunctionCallbackInfoINS1_5ValueEEE
      1    3.6%      LazyCompile: ~createHash node:crypto:129:20
      1  100.0%        LazyCompile: ~passwordDigest /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/cmap/auth/scram.js:182:24
      1  100.0%          LazyCompile: ~continueScramConversation /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/cmap/auth/scram.js:93:35
      1  100.0%            LazyCompile: ~<anonymous> /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/cmap/auth/scram.js:85:75
      1    3.6%      LazyCompile: ~createDebug /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/finalhandler/node_modules/debug/src/debug.js:63:21
      1  100.0%        Eval: ~<anonymous> /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/finalhandler/index.js:1:1
      1  100.0%          LazyCompile: ~Module._compile node:internal/modules/cjs/loader:1063:37
      1  100.0%            LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1118:37
      1    3.6%      LazyCompile: ~Socket.connect node:net:911:36
      1  100.0%        LazyCompile: ~connect node:_tls_wrap:1600:35
      1  100.0%          LazyCompile: ~makeConnection /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/cmap/connect.js:227:24
      1  100.0%            LazyCompile: ~connect /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/cmap/connect.js:15:17
      1    3.6%      LazyCompile: ~Readable /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/winston/node_modules/readable-stream/lib/_stream_readable.js:169:18
      1  100.0%        LazyCompile: ~Duplex /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/winston/node_modules/readable-stream/lib/_stream_duplex.js:58:16
      1  100.0%          LazyCompile: ~Transform /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/winston/node_modules/readable-stream/lib/_stream_transform.js:98:19
      1  100.0%            LazyCompile: ~Logger /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/winston/lib/winston/logger.js:40:14
      1    3.6%      LazyCompile: ~Connection /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/cmap/connection.js:37:16
      1  100.0%        LazyCompile: ~<anonymous> /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/cmap/connect.js:16:29
      1  100.0%          LazyCompile: ~callback /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/cmap/connect.js:239:31
      1  100.0%            LazyCompile: ~connectHandler /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/cmap/connect.js:270:28
      1    3.6%      LazyCompile: ~<anonymous> /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/mongoose/node_modules/mongodb/lib/connection_string.js:72:39
      1  100.0%        LazyCompile: ~onresolve node:dns:203:19
      1    3.6%      Eval: ~<anonymous> /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/supports-color/index.js:1:1
      1  100.0%        LazyCompile: ~Module._compile node:internal/modules/cjs/loader:1063:37
      1  100.0%          LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1118:37
      1  100.0%            LazyCompile: ~Module.load node:internal/modules/cjs/loader:977:33
      1    3.6%      Eval: ~<anonymous> /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/statuses/index.js:1:1
      1  100.0%        LazyCompile: ~Module._compile node:internal/modules/cjs/loader:1063:37
      1  100.0%          LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1118:37
      1  100.0%            LazyCompile: ~Module.load node:internal/modules/cjs/loader:977:33
      1    3.6%      Eval: ~<anonymous> /Users/marcos/coder-house-js/entregables/27-desafio-coder-house/node_modules/@dabh/diagnostics/node/development.js:1:1
      1  100.0%        LazyCompile: ~Module._compile node:internal/modules/cjs/loader:1063:37
      1  100.0%          LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1118:37
      1  100.0%            LazyCompile: ~Module.load node:internal/modules/cjs/loader:977:33
     17   36.2%    LazyCompile: *compileFunction node:vm:311:25
     17  100.0%      LazyCompile: ~wrapSafe node:internal/modules/cjs/loader:1025:18
     17  100.0%        LazyCompile: ~Module._compile node:internal/modules/cjs/loader:1063:37
     17  100.0%          LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1118:37
     17  100.0%            LazyCompile: ~Module.load node:internal/modules/cjs/loader:977:33

